"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"08/21/2015","136","Ozone","Aurora East","08-005-0006","AQS","200","45","98.6","08/21/2007","08/21/2004"
"08/22/2015","90","PM2.5","I-25","08-031-0027","AQS","201","44","88.6","08/22/2007","08/22/2002"
"08/23/2015","105","Ozone","Chatfield State Park","08-035-0004","AQS","126","43","81.4","08/23/2009","08/23/2004"
"08/24/2015","112","Ozone","ROCKY FLATS-N","08-059-0006","AQS","161","42","89.4","08/24/2007","08/24/2004"
"08/25/2015","126","Ozone","NATIONAL RENEWABLE ENERGY LABS - NREL","08-059-0011","AQS","174","44","83.2","08/25/2007","08/25/2009"
"08/26/2015","67","Ozone","Aurora East","08-005-0006","AQS","122","45","80.2","08/26/2010","08/26/2014"
"08/27/2015","67","Ozone","Goliath Peak","08-019-0004","AQS","133","37","73.2","08/27/2011","08/27/2004"
"08/28/2015","77","Ozone","Chatfield State Park","08-035-0004","AQS","119","44","78.8","08/28/2011","08/28/2014"
"08/29/2015","93","Ozone","ROCKY FLATS-N","08-059-0006","AQS","151","44","78.8","08/29/2013","08/29/2014"
"08/30/2015","64","Ozone","ROCKY FLATS-N","08-059-0006","AQS","156","36","80.6","08/30/2007","08/30/2003"
"08/31/2015","50","Ozone","Goliath Peak","08-019-0004","AQS","122","44","68","08/31/2007","08/31/2014"
"09/01/2015","64","Ozone","Aurora East","08-005-0006","AQS","129","44","70.4","09/01/2009","09/01/2000"
"09/02/2015","50","Ozone","ROCKY FLATS-N","08-059-0006","AQS","129","31","74.4","09/02/2007","09/02/2006"
"09/03/2015","64","Ozone","Goliath Peak","08-019-0004","AQS","164","34","67.2","09/03/2007","09/03/2000"
"09/04/2015","64","Ozone","Goliath Peak","08-019-0004","AQS","155","44","86.2","09/04/2017","09/04/2004"
"09/05/2015","58","Ozone","Goliath Peak","08-019-0004","AQS","174","40","71.4","09/05/2006","09/05/2014"
"09/06/2015","48","Ozone","Goliath Peak","08-019-0004","AQS","126","40","64.8","09/06/2007","09/06/2001"
"09/07/2015","64","Ozone","Goliath Peak","08-019-0004","AQS","140","38","73.8","09/07/2007","09/07/2003"
"09/08/2015","77","Ozone","ROCKY FLATS-N","08-059-0006","AQS","136","30","83.6","09/08/2013","09/08/2001"
"09/09/2015","93","Ozone","NATIONAL RENEWABLE ENERGY LABS - NREL","08-059-0011","AQS","126","28","75.2","09/09/2012","09/09/2002"
"09/10/2015","80","Ozone","Aurora East","08-005-0006","AQS","151","42","84","09/10/2007","09/10/2002"
"09/11/2015","80","Ozone","ROCKY FLATS-N","08-059-0006","AQS","126","40","67.8","09/11/2007","09/11/2008"
"09/12/2015","93","Ozone","Goliath Peak","08-019-0004","AQS","140","37","72.6","09/12/2007","09/12/2002"
"09/13/2015","77","Ozone","Aurora East","08-005-0006","AQS","87","38","65.4","09/13/2019","09/13/2003"
"09/14/2015","74","Ozone","Goliath Peak","08-019-0004","AQS","97","40","60.2","09/14/2006","09/14/2011"
"09/15/2015","44","Ozone","Goliath Peak","08-019-0004","AQS","97","40","68.2","09/15/2019","09/15/2001"
"09/16/2015","46","Ozone","Goliath Peak","08-019-0004","AQS","112","44","62.4","09/16/2008","09/16/2007"
"09/17/2015","51","Ozone","Goliath Peak","08-019-0004","AQS","97","38","54","09/17/2010","09/17/2001"
"09/18/2015","64","Ozone","Goliath Peak","08-019-0004","AQS","100","36","62.2","09/18/2009","09/18/2003"
"09/19/2015","80","Ozone","ROCKY FLATS-N","08-059-0006","AQS","108","35","70.2","09/19/2014","09/19/2002"
"09/20/2015","97","Ozone","ROCKY FLATS-N","08-059-0006","AQS","97","31","67.4","09/20/2015","09/20/2000"
"09/21/2015","74","Ozone","Goliath Peak","08-019-0004","AQS","93","36","65.8","09/21/2018","09/21/2005"
"09/22/2015","74","Ozone","Goliath Peak","08-019-0004","AQS","97","24","58.4","09/22/2012","09/22/2000"
"09/23/2015","84","Ozone","Chatfield State Park","08-035-0004","AQS","105","11","60.6","09/23/2008","09/23/2000"
"09/24/2015","67","Ozone","Chatfield State Park","08-035-0004","AQS","100","35","51.6","09/24/2013","09/24/2004"
"09/25/2015","90","Ozone","Chatfield State Park","08-035-0004","AQS","105","37","60","09/25/2007","09/25/2000"
"09/26/2015","101","Ozone","ROCKY FLATS-N","08-059-0006","AQS","129","43","63.4","09/26/2014","09/26/2003"
"09/27/2015","77","Ozone","ROCKY FLATS-N","08-059-0006","AQS","97","35","57","09/27/2010","09/27/2006"
"09/28/2015","59","PM2.5","I-25","08-031-0027","AQS","71","31","51.2","09/28/2001","09/28/2002"
"09/29/2015","64","PM2.5","I-25","08-031-0027","AQS","80","35","56","09/29/2008","09/29/2000"
"09/30/2015","58","PM2.5","I-25","08-031-0027","AQS","119","33","48.2","09/30/2007","09/30/2004"
"10/01/2015","58","PM2.5","I-25","08-031-0027","AQS","93","31","55.2","10/01/2010","10/01/2003"
"10/02/2015","69","PM2.5","I-25","08-031-0027","AQS","93","35","57.4","10/02/2007","10/02/2002"
"10/03/2015","63","PM2.5","I-25","08-031-0027","AQS","93","39","58.4","10/03/2007","10/03/2006"
"10/04/2015","67","PM2.5","I-25","08-031-0027","AQS","77","33","54.4","10/04/2007","10/04/2006"
"10/05/2015","76","PM2.5","I-25","08-031-0027","AQS","80","32","59","10/05/2010","10/05/2000"
"10/06/2015","84","PM2.5","Globeville","08-031-0028","AQS","105","21","53.2","10/06/2007","10/06/2000"
"10/07/2015","57","PM2.5","Globeville","08-031-0028","AQS","101","25","47.4","10/07/2007","10/07/2000"
"10/08/2015","56","PM2.5","Globeville","08-031-0028","AQS","61","32","49","10/08/2019","10/08/2006"
"10/09/2015","72","PM2.5","Globeville","08-031-0028","AQS","81","26","50","10/09/2000","10/09/2006"
"10/10/2015","57","PM2.5","Globeville","08-031-0028","AQS","71","30","49.2","10/10/2017","10/10/2005"
"10/11/2015","52","PM2.5","Globeville","08-031-0028","AQS","94","33","54","10/11/2003","10/11/2008"
"10/12/2015","61","PM2.5","Globeville","08-031-0028","AQS","66","21","56","10/12/2009","10/12/2008"
"10/13/2015","59","PM2.5","Globeville","08-031-0028","AQS","73","33","53.6","10/13/2009","10/13/2004"
"10/14/2015","67","PM2.5","Globeville","08-031-0028","AQS","97","31","54.8","10/14/2014","10/14/2001"
"10/15/2015","64","PM2.5","Globeville","08-031-0028","AQS","77","31","51.4","10/15/2014","10/15/2001"
"10/16/2015","75","PM2.5","Globeville","08-031-0028","AQS","77","37","51.8","10/16/2007","10/16/2006"
"10/17/2015","74","PM2.5","Globeville","08-031-0028","AQS","77","26","51","10/17/2007","10/17/2006"
"10/18/2015","70","PM2.5","Globeville","08-031-0028","AQS","66","37","52.2","10/18/2015","10/18/2006"
"10/19/2015","70","PM2.5","Globeville","08-031-0028","AQS","77","36","55.6","10/19/2017","10/19/2005"
"10/20/2015","73","PM2.5","Globeville","08-031-0028","AQS","70","39","54.8","10/20/2015","10/20/2005"
"10/21/2015","38","Ozone","Mines Peak","08-019-0006","AQS","71","33","45","10/21/2004","10/21/2006"
"10/22/2015","50","PM2.5","I-25","08-031-0027","AQS","56","25","45.6","10/22/2003","10/22/2000"
"10/23/2015","53","PM2.5","I-25","08-031-0027","AQS","69","31","49.4","10/23/2018","10/23/2007"
"10/24/2015","44","PM2.5","I-25","08-031-0027","AQS","104","36","52.6","10/24/2007","10/24/2003"
"10/25/2015","46","Ozone","Mines Peak","08-019-0006","AQS","96","21","50.6","10/25/2003","10/25/2004"
"10/26/2015","51","PM2.5","I-25","08-031-0027","AQS","63","35","48","10/26/2002","10/26/2003"
"10/27/2015","74","PM2.5","Globeville","08-031-0028","AQS","74","35","50","10/27/2004","10/27/2009"
"10/28/2015","75","PM2.5","Globeville","08-031-0028","AQS","84","31","53.4","10/28/2000","10/28/2009"
"10/29/2015","86","PM2.5","Globeville","08-031-0028","AQS","84","31","58","10/29/2015","10/29/2002"
"10/30/2015","84","PM2.5","Globeville","08-031-0028","AQS","102","29","54","10/30/2008","10/30/2005"
"10/31/2015","77","PM2.5","Globeville","08-031-0028","AQS","74","21","52.8","10/31/2015","10/31/2002"
"11/01/2015","44","Ozone","Mines Peak","08-019-0006","AQS","76","33","46","11/01/2002","11/01/2004"
"11/02/2015","47","Ozone","Mines Peak","08-019-0006","AQS","79","28","51.8","11/02/2019","11/02/2000"
"11/03/2015","45","Ozone","Mines Peak","08-019-0006","AQS","71","16","55.4","11/03/2017","11/03/2003"
"11/04/2015","43","Ozone","Mines Peak","08-019-0006","AQS","78","33","53.6","11/04/2002","11/04/2003"
"11/05/2015","43","Ozone","Mines Peak","08-019-0006","AQS","90","35","56.4","11/05/2019","11/05/2007"
"11/06/2015","50","PM2.5","Globeville","08-031-0028","AQS","66","22","47.2","11/06/2007","11/06/2000"
"11/07/2015","53","PM2.5","Globeville","08-031-0028","AQS","69","24","51","11/07/2002","11/07/2000"
"11/08/2015","53","PM2.5","I-25","08-031-0027","AQS","82","26","58.8","11/08/2003","11/08/2008"
"11/09/2015","57","PM2.5","Globeville","08-031-0028","AQS","71","33","59","11/09/2017","11/09/2003"
"11/10/2015","53","PM2.5","Globeville","08-031-0028","AQS","102","31","63","11/10/2017","11/10/2004"
"11/11/2015","44","Ozone","Mines Peak","08-019-0006","AQS","68","32","47","11/11/2011","11/11/2010"
"11/12/2015","47","Ozone","Kenosha Pass","08-093-0001","AQS","71","34","49.6","11/12/2013","11/12/2008"
"11/13/2015","58","PM2.5","Globeville","08-031-0028","AQS","84","28","48","11/13/2000","11/13/2001"
"11/14/2015","46","Ozone","Mines Peak","08-019-0006","AQS","114","33","48","11/14/2000","11/14/2007"
"11/15/2015","50","Ozone","Mines Peak","08-019-0006","AQS","80","31","54.6","11/15/2007","11/15/2004"
"11/16/2015","55","PM2.5","Globeville","08-031-0028","AQS","79","34","52","11/16/2012","11/16/2008"
"11/17/2015","45","PM2.5","Globeville","08-031-0028","AQS","63","34","46.8","11/17/2005","11/17/2006"
"11/18/2015","44","Ozone","Mines Peak","08-019-0006","AQS","71","32","46","11/18/2009","11/18/2001"
"11/19/2015","53","PM2.5","Globeville","08-031-0028","AQS","76","34","55","11/19/2016","11/19/2007"
"11/20/2015","56","PM2.5","I-25","08-031-0027","AQS","85","28","50.4","11/20/2006","11/20/2004"
"11/21/2015","54","PM2.5","Globeville","08-031-0028","AQS","83","32","46.2","11/21/2011","11/21/2004"
"11/22/2015","47","Ozone","Kenosha Pass","08-093-0001","AQS","81","36","49.2","11/22/2000","11/22/2002"
"11/23/2015","54","PM2.5","I-25","08-031-0027","AQS","72","27","44.4","11/23/2007","11/23/2001"
"11/24/2015","58","PM2.5","I-25","08-031-0027","AQS","102","31","48.4","11/24/2013","11/24/2002"
"11/25/2015","61","PM2.5","I-25","08-031-0027","AQS","79","32","49.4","11/25/2008","11/25/2000"
"11/26/2015","36","Ozone","Mines Peak","08-019-0006","AQS","92","29","43.2","11/26/2008","11/26/2001"
"11/27/2015","44","PM2.5","Globeville","08-031-0028","AQS","84","24","53.2","11/27/2006","11/27/2004"
"11/28/2015","68","PM2.5","Globeville","08-031-0028","AQS","87","29","55.6","11/28/2019","11/28/2004"
"11/29/2015","86","PM2.5","Globeville","08-031-0028","AQS","145","34","63.8","11/29/2001","11/29/2002"
"11/30/2015","67","PM2.5","Globeville","08-031-0028","AQS","68","27","55.8","11/30/2018","11/30/2008"
"12/01/2015","61","PM2.5","Globeville","08-031-0028","AQS","80","32","51","12/01/2004","12/01/2011"
"12/02/2015","61","PM2.5","Globeville","08-031-0028","AQS","103","34","55.4","12/02/2004","12/02/2009"
"12/03/2015","57","PM2.5","Globeville","08-031-0028","AQS","77","26","53.6","12/03/2005","12/03/2008"
"12/04/2015","85","PM2.5","Globeville","08-031-0028","AQS","83","31","58.8","12/04/2015","12/04/2008"
"12/05/2015","72","PM2.5","Globeville","08-031-0028","AQS","93","33","54.8","12/05/2008","12/05/2007"
"12/06/2015","54","PM2.5","Globeville","08-031-0028","AQS","87","38","50.4","12/06/2013","12/06/2005"
"12/07/2015","65","PM2.5","Globeville","08-031-0028","AQS","102","31","54.2","12/07/2013","12/07/2005"
"12/08/2015","43","Ozone","Kenosha Pass","08-093-0001","AQS","103","34","54","12/08/2013","12/08/2005"
"12/09/2015","54","PM2.5","Globeville","08-031-0028","AQS","89","38","54","12/09/2011","12/09/2004"
"12/10/2015","44","Ozone","Aspen Park","08-059-0013","AQS","73","38","59.8","12/10/2007","12/10/2004"
"12/11/2015","44","Ozone","Kenosha Pass","08-093-0001","AQS","117","38","52.6","12/11/2003","12/11/2007"
"12/12/2015","45","PM2.5","Globeville","08-031-0028","AQS","114","33","45","12/12/2007","12/12/2010"
"12/13/2015","65","PM2.5","Globeville","08-031-0028","AQS","104","32","48.6","12/13/2000","12/13/2004"
"12/14/2015","64","PM2.5","Globeville","08-031-0028","AQS","79","34","50","12/14/2000","12/14/2008"
"12/15/2015","41","Ozone","Fairplay, Colorado","08-093-0002","AQS","61","19","52.2","12/15/2018","12/15/2008"
"12/16/2015","54","PM2.5","Globeville","08-031-0028","AQS","64","33","46.8","12/16/2002","12/16/2006"
"12/17/2015","52","PM2.5","Globeville","08-031-0028","AQS","85","26","55","12/17/2014","12/17/2006"
"12/18/2015","59","PM2.5","Globeville","08-031-0028","AQS","98","36","67.4","12/18/2014","12/18/2012"
"12/19/2015","68","PM2.5","Globeville","08-031-0028","AQS","112","36","59.2","12/19/2005","12/19/2011"
"12/20/2015","55","PM2.5","Globeville","08-031-0028","AQS","87","35","49.6","12/20/2013","12/20/2000"
"12/21/2015","57","PM2.5","Globeville","08-031-0028","AQS","86","30","50.2","12/21/2000","12/21/2004"
"12/22/2015","58","PM2.5","Globeville","08-031-0028","AQS","82","31","52.2","12/22/2010","12/22/2011"
"12/23/2015","47","PM2.5","Globeville","08-031-0028","AQS","85","16","55","12/23/2003","12/23/2002"
"12/24/2015","38","Ozone","Aspen Park","08-059-0013","AQS","84","35","48.4","12/24/2002","12/24/2008"
"12/25/2015","58","PM2.5","Globeville","08-031-0028","AQS","64","35","49.6","12/25/2000","12/25/2005"
"12/26/2015","49","PM2.5","Globeville","08-031-0028","AQS","133","34","70.8","12/26/2016","12/26/2001"
"12/27/2015","57","PM2.5","Globeville","08-031-0028","AQS","133","31","73.2","12/27/2016","12/27/2004"
"12/28/2015","95","PM2.5","Globeville","08-031-0028","AQS","94","30","56.8","12/28/2015","12/28/2000"
"12/29/2015","76","PM2.5","Globeville","08-031-0028","AQS","76","33","58.2","12/29/2009","12/29/2000"
"12/30/2015","86","PM2.5","Globeville","08-031-0028","AQS","88","34","61.2","12/30/2006","12/30/2010"
"12/31/2015","111","PM2.5","Globeville","08-031-0028","AQS","111","36","65.4","12/31/2015","12/31/2012"
