"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"01/30/2020","64","PM2.5","Globeville","08-031-0028","AQS","71","18","49.6","01/30/2019","01/30/2002"
"01/31/2020","51","PM2.5","Globeville","08-031-0028","AQS","84","24","40","01/31/2014","01/31/2002"
"02/01/2020","44","Ozone","La Casa","08-031-0026","AQS","68","27","48.2","02/01/2014","02/01/2012"
"02/02/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","89","22","47","02/02/2014","02/02/2003"
"02/03/2020","25","Ozone","La Casa","08-031-0026","AQS","89","23","42.6","02/03/2014","02/03/2003"
"02/04/2020","33","PM2.5","I-25","08-031-0027","AQS","81","33","42.2","02/04/2014","02/04/2009"
"02/05/2020","58","PM2.5","Globeville","08-031-0028","AQS","76","29","51","02/05/2019","02/05/2013"
"02/06/2020","44","PM2.5","Globeville","08-031-0028","AQS","74","28","42.2","02/06/2010","02/06/2013"
"02/07/2020","52","PM2.5","Globeville","08-031-0028","AQS","119","27","39.8","02/07/2014","02/07/2003"
"02/08/2020","70","PM2.5","DENVER - CAMP","08-031-0002","AQS","154","28","53.8","02/08/2007","02/08/2010"
"02/09/2020","34","PM2.5","Globeville","08-031-0028","AQS","123","31","52.4","02/09/2014","02/09/2006"
"02/10/2020","55","PM2.5","Globeville","08-031-0028","AQS","152","27","48.6","02/10/2014","02/10/2004"
"02/11/2020","64","PM2.5","Globeville","08-031-0028","AQS","117","26","46.4","02/11/2007","02/11/2004"
"02/12/2020","60","PM2.5","Globeville","08-031-0028","AQS","115","27","47.8","02/12/2012","02/12/2008"
"02/13/2020","64","PM2.5","Globeville","08-031-0028","AQS","95","19","51.2","02/13/2001","02/13/2008"
"02/14/2020","89","PM2.5","Globeville","08-031-0028","AQS","93","21","37.2","02/14/2007","02/14/2012"
"02/15/2020","47","PM2.5","Globeville","08-031-0028","AQS","158","27","38.6","02/15/2001","02/15/2012"
"02/16/2020","65","PM2.5","Globeville","08-031-0028","AQS","133","29","44.6","02/16/2001","02/16/2012"
"02/17/2020","58","PM2.5","Globeville","08-031-0028","AQS","157","21","44","02/17/2001","02/17/2004"
"02/18/2020","53","PM2.5","Globeville","08-031-0028","AQS","94","14","51.6","02/18/2001","02/18/2004"
"02/19/2020","55","PM2.5","Globeville","08-031-0028","AQS","104","20","49.6","02/19/2006","02/19/2004"
"02/20/2020","69","PM2.5","Globeville","08-031-0028","AQS","84","30","46.8","02/20/2000","02/20/2013"
"02/21/2020","61","PM2.5","Globeville","08-031-0028","AQS","91","28","48.4","02/21/2001","02/21/2015"
"02/22/2020","58","PM2.5","Globeville","08-031-0028","AQS","99","33","57","02/22/2018","02/22/2015"
"02/23/2020","46","PM2.5","I-25","08-031-0027","AQS","91","24","55.6","02/23/2001","02/23/2003"
"02/24/2020","38","Ozone","DENVER - CAMP","08-031-0002","AQS","70","19","47.4","02/24/2014","02/24/2003"
"02/25/2020","30","Ozone","DENVER - CAMP","08-031-0002","AQS","66","13","40.8","02/25/2011","02/25/2003"
"02/26/2020","41","PM2.5","Globeville","08-031-0028","AQS","99","21","52.8","02/26/2019","02/26/2002"
"02/27/2020","37","Ozone","DENVER - CAMP","08-031-0002","AQS","79","29","55.2","02/27/2003","02/27/2000"
"02/28/2020","44","PM2.5","Globeville","08-031-0028","AQS","105","30","55.6","02/28/2001","02/28/2006"
"02/29/2020","42","PM2.5","Globeville","08-031-0028","AQS","61","34",".","02/29/2004","02/29/2000"
"03/01/2020","31","PM2.5","Globeville","08-031-0028","AQS","88","26","54.6","03/01/2015","03/01/2002"
"03/02/2020","57","PM2.5","Globeville","08-031-0028","AQS","134","25","60","03/02/2015","03/02/2002"
"03/03/2020","46","PM2.5","Globeville","08-031-0028","AQS","61","32","41.8","03/03/2006","03/03/2016"
"03/04/2020","39","Ozone","La Casa","08-031-0026","AQS","130","21","50.4","03/04/2001","03/04/2013"
"03/05/2020","34","Ozone","La Casa","08-031-0026","AQS","95","27","62.4","03/05/2019","03/05/2011"
"03/06/2020","50","PM2.5","Globeville","08-031-0028","AQS","153","14","70","03/06/2019","03/06/2000"
"03/07/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","89","32","51.8","03/07/2019","03/07/2004"
"03/08/2020","41","Ozone","La Casa","08-031-0026","AQS","79","26","49.6","03/08/2019","03/08/2006"
"03/09/2020","48","PM2.5","Globeville","08-031-0028","AQS","59","32","45.6","03/09/2015","03/09/2004"
"03/10/2020","38","Ozone","La Casa","08-031-0026","AQS","64","27","44.8","03/10/2000","03/10/2004"
"03/11/2020","39","Ozone","La Casa","08-031-0026","AQS","62","35","50.8","03/11/2017","03/11/2004"
"03/12/2020","32","Ozone","La Casa","08-031-0026","AQS","73","30","49.6","03/12/2001","03/12/2007"
"03/13/2020","46","PM2.5","Globeville","08-031-0028","AQS","51","30","40.6","03/13/2009","03/13/2013"
"03/14/2020","54","PM2.5","Globeville","08-031-0028","AQS","49","29","44.6","03/14/2018","03/14/2010"
"03/15/2020","62","PM2.5","Globeville","08-031-0028","AQS","66","29","45","03/15/2010","03/15/2000"
"03/16/2020","55","PM2.5","Globeville","08-031-0028","AQS","64","32","44.8","03/16/2001","03/16/2006"
"03/17/2020","56","PM2.5","Globeville","08-031-0028","AQS","107","24","45.4","03/17/2000","03/17/2003"
"03/18/2020","58","PM2.5","Globeville","08-031-0028","AQS","63","31","45.4","03/18/2006","03/18/2003"
"03/19/2020","26","Ozone","DENVER - CAMP","08-031-0002","AQS","51","22","44.8","03/19/2017","03/19/2006"
"03/20/2020","58","PM2.5","DENVER - CAMP","08-031-0002","AQS","61","30","43.6","03/20/2003","03/20/2000"
"03/21/2020","65","PM2.5","Globeville","08-031-0028","AQS","71","27","48","03/21/2003","03/21/2005"
"03/22/2020","48","PM2.5","Globeville","08-031-0028","AQS","107","19","47.6","03/22/2006","03/22/2002"
"03/23/2020","45","Ozone","La Casa","08-031-0026","AQS","95","27","40.2","03/23/2006","03/23/2016"
"03/24/2020","43","Ozone","DENVER - CAMP","08-031-0002","AQS","62","19","44.8","03/24/2016","03/24/2002"
"03/25/2020","45","Ozone","La Casa","08-031-0026","AQS","69","9","44","03/25/2014","03/25/2002"
"03/26/2020","58","PM2.5","Globeville","08-031-0028","AQS","85","32","41.6","03/26/2001","03/26/2017"
"03/27/2020","48","PM2.5","Globeville","08-031-0028","AQS","77","30","44","03/27/2001","03/27/2006"
"03/28/2020","44","Ozone","La Casa","08-031-0026","AQS","100","27","42.4","03/28/2007","03/28/2017"
"03/29/2020","43","Ozone","La Casa","08-031-0026","AQS","56","29","41.2","03/29/2001","03/29/2007"
"03/30/2020","42","PM2.5","Globeville","08-031-0028","AQS","61","31","39","03/30/2014","03/30/2017"
"03/31/2020","44","Ozone","La Casa","08-031-0026","AQS","49","20","38.8","03/31/2015","03/31/2017"
"04/01/2020","43","Ozone","La Casa","08-031-0026","AQS","52","33","42.4","04/01/2018","04/01/2017"
"04/02/2020","24","PM2.5","La Casa","08-031-0026","AQS","62","27","45.8","04/02/2014","04/02/2002"
"04/03/2020","52","PM2.5","Globeville","08-031-0028","AQS","77","36","50.4","04/03/2019","04/03/2007"
"04/04/2020","37","PM2.5","Globeville","08-031-0028","AQS","63","31","42.6","04/04/2001","04/04/2017"
"04/05/2020","42","Ozone","La Casa","08-031-0026","AQS","72","20","46.8","04/05/2001","04/05/2000"
"04/06/2020","46","Ozone","La Casa","08-031-0026","AQS","101","28","42.8","04/06/2012","04/06/2000"
"04/07/2020","48","Ozone","La Casa","08-031-0026","AQS","65","38","48.8","04/07/2015","04/07/2005"
"04/08/2020","44","Ozone","La Casa","08-031-0026","AQS","67","29","47.8","04/08/2012","04/08/2004"
"04/09/2020","55","PM2.5","I-25","08-031-0027","AQS","74","23","46.2","04/09/2017","04/09/2004"
"04/10/2020","52","PM2.5","Globeville","08-031-0028","AQS","59","28","41.2","04/10/2009","04/10/2019"
"04/11/2020","47","Ozone","La Casa","08-031-0026","AQS","67","37","50.4","04/11/2015","04/11/2000"
"04/12/2020","49","PM2.5","Globeville","08-031-0028","AQS","64","25","47","04/12/2017","04/12/2004"
"04/13/2020","51","PM2.5","Globeville","08-031-0028","AQS","97","29","41.8","04/13/2010","04/13/2007"
"04/14/2020","52","PM2.5","Globeville","08-031-0028","AQS","67","39","45.2","04/14/2010","04/14/2000"
"04/15/2020","41","Ozone","La Casa","08-031-0026","AQS","64","30","45.6","04/15/2011","04/15/2000"
"04/16/2020","51","PM2.5","Globeville","08-031-0028","AQS","87","23","48.2","04/16/2002","04/16/2009"
"04/17/2020","80","PM2.5","Globeville","08-031-0028","AQS","74","20","48.8","04/17/2018","04/17/2009"
"04/18/2020","57","PM2.5","Globeville","08-031-0028","AQS","61","31","46.6","04/18/2004","04/18/2009"
"04/19/2020","47","Ozone","La Casa","08-031-0026","AQS","80","31","44.8","04/19/2007","04/19/2002"
"04/20/2020","49","Ozone","La Casa","08-031-0026","AQS","61","25","45.4","04/20/2014","04/20/2011"
"04/21/2020","48","Ozone","La Casa","08-031-0026","AQS","77","32","45.6","04/21/2006","04/21/2004"
"04/22/2020","51","PM2.5","Globeville","08-031-0028","AQS","64","28","46.6","04/22/2011","04/22/2001"
"04/23/2020","43","Ozone","La Casa","08-031-0026","AQS","71","36","55.4","04/23/2016","04/23/2004"
"04/24/2020","37","Ozone","La Casa","08-031-0026","AQS","61","34","44.4","04/24/2010","04/24/2018"
"04/25/2020","44","Ozone","La Casa","08-031-0026","AQS","77","36","52","04/25/2012","04/25/2005"
"04/26/2020","43","Ozone","La Casa","08-031-0026","AQS","60","30","40.4","04/26/2002","04/26/2015"
"04/27/2020","44","Ozone","La Casa","08-031-0026","AQS","84","28","46","04/27/2012","04/27/2009"
"04/28/2020","45","Ozone","La Casa","08-031-0026","AQS","90","22","45.2","04/28/2012","04/28/2005"
"04/29/2020","51","Ozone","La Casa","08-031-0026","AQS","71","11","42","04/29/2001","04/29/2004"
"04/30/2020","51","PM2.5","Globeville","08-031-0028","AQS","74","33","46.6","04/30/2012","04/30/2004"
"05/01/2020","47","Ozone","La Casa","08-031-0026","AQS","58","22","43","05/01/2012","05/01/2009"
"05/02/2020","39","PM2.5","Globeville","08-031-0028","AQS","67","31","43.8","05/02/2012","05/02/2001"
"05/03/2020","53","PM2.5","Globeville","08-031-0028","AQS","80","33","51.8","05/03/2014","05/03/2001"
"05/04/2020","51","Ozone","La Casa","08-031-0026","AQS","87","29","52.4","05/04/2014","05/04/2001"
"05/05/2020","51","Ozone","La Casa","08-031-0026","AQS","77","30","53.2","05/05/2002","05/05/2001"
"05/06/2020","54","Ozone","La Casa","08-031-0026","AQS","77","33","52","05/06/2018","05/06/2015"
"05/07/2020","64","Ozone","La Casa","08-031-0026","AQS","67","34","42.8","05/07/2006","05/07/2012"
"05/08/2020","44","Ozone","La Casa","08-031-0026","AQS","93","19","40.4","05/08/2011","05/08/2000"
"05/09/2020","42","Ozone","La Casa","08-031-0026","AQS","87","31","45.8","05/09/2011","05/09/2019"
"05/10/2020","42","Ozone","La Casa","08-031-0026","AQS","90","33","45.4","05/10/2011","05/10/2009"
"05/11/2020","60","PM2.5","Globeville","08-031-0028","AQS","80","18","45.2","05/11/2008","05/11/2005"
"05/12/2020","73","PM2.5","Globeville","08-031-0028","AQS","71","29","48.4","05/12/2006","05/12/2004"
"05/13/2020","56","PM2.5","Globeville","08-031-0028","AQS","97","24","44.2","05/13/2007","05/13/2004"
"05/14/2020","52","PM2.5","Globeville","08-031-0028","AQS","67","26","51.6","05/14/2019","05/14/2011"
"05/15/2020","43","Ozone","La Casa","08-031-0026","AQS","80","35","51.4","05/15/2012","05/15/2007"
"05/16/2020","50","Ozone","La Casa","08-031-0026","AQS","97","34","48.4","05/16/2000","05/16/2008"
"05/17/2020","46","Ozone","La Casa","08-031-0026","AQS","93","24","46.8","05/17/2012","05/17/2016"
"05/18/2020","55","PM2.5","Globeville","08-031-0028","AQS","90","32","38.6","05/18/2001","05/18/2015"
"05/19/2020","50","Ozone","La Casa","08-031-0026","AQS","61","26","36.6","05/19/2014","05/19/2011"
"05/20/2020","48","Ozone","La Casa","08-031-0026","AQS","87","16","36","05/20/2002","05/20/2019"
"05/21/2020","51","Ozone","La Casa","08-031-0026","AQS","80","22","51.6","05/21/2005","05/21/2001"
"05/22/2020","54","Ozone","DENVER - CAMP","08-031-0002","AQS","93","27","45.4","05/22/2002","05/22/2001"
"05/23/2020","61","Ozone","La Casa","08-031-0026","AQS","80","37","47.6","05/23/2008","05/23/2007"
"05/24/2020","37","Ozone","La Casa","08-031-0026","AQS","97","35","59.4","05/24/2010","05/24/2011"
"05/25/2020","42","PM2.5","DENVER - CAMP","08-031-0002","AQS","84","32","55.8","05/25/2018","05/25/2009"
"05/26/2020","44","Ozone","La Casa","08-031-0026","AQS","90","34","54.6","05/26/2018","05/26/2011"
"05/27/2020","39","Ozone","La Casa","08-031-0026","AQS","101","18","45.4","05/27/2012","05/27/2008"
"05/28/2020","51","PM2.5","Globeville","08-031-0028","AQS","100","32","53.2","05/28/2012","05/28/2004"
"05/29/2020","52","PM2.5","Globeville","08-031-0028","AQS","80","31","50.4","05/29/2012","05/29/2007"
"05/30/2020","46","Ozone","La Casa","08-031-0026","AQS","90","33","61.6","05/30/2011","05/30/2005"
"05/31/2020","42","Ozone","La Casa","08-031-0026","AQS","100","38","49.4","05/31/2011","05/31/2016"
"06/01/2020","45","Ozone","DENVER - CAMP","08-031-0002","AQS","93","37","49.8","06/01/2006","06/01/2000"
"06/02/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","84","35","58.6","06/02/2003","06/02/2000"
"06/03/2020","55","PM2.5","Globeville","08-031-0028","AQS","74","35","56.2","06/03/2017","06/03/2009"
"06/04/2020","45","PM2.5","Globeville","08-031-0028","AQS","97","28","58.4","06/04/2006","06/04/2002"
"06/05/2020","43","PM2.5","DENVER - CAMP","08-031-0002","AQS","84","36","60.4","06/05/2019","06/05/2010"
"06/06/2020","80","PM2.5","DENVER - CAMP","08-031-0002","AQS","101","37","66.8","06/06/2018","06/06/2005"
"06/07/2020","38","PM2.5","DENVER - CAMP","08-031-0002","AQS","115","33","55.2","06/07/2011","06/07/2009"
"06/08/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","100","35","63.4","06/08/2015","06/08/2009"
"06/09/2020","37","Ozone","DENVER - CAMP","08-031-0002","AQS","115","38","63","06/09/2002","06/09/2001"
"06/10/2020","32","Ozone","DENVER - CAMP","08-031-0002","AQS","90","26","47","06/10/2006","06/10/2000"
"06/11/2020","50","Ozone","DENVER - CAMP","08-031-0002","AQS","64","33","47.2","06/11/2006","06/11/2000"
"06/12/2020","49","Ozone","DENVER - CAMP","08-031-0002","AQS","80","31","53","06/12/2013","06/12/2010"
"06/13/2020","49","Ozone","DENVER - CAMP","08-031-0002","AQS","101","24","63.6","06/13/2006","06/13/2010"
"06/14/2020","49","Ozone","DENVER - CAMP","08-031-0002","AQS","97","38","51.6","06/14/2011","06/14/2001"
"06/15/2020","64","Ozone","DENVER - CAMP","08-031-0002","AQS","112","33","60.6","06/15/2011","06/15/2000"
"06/16/2020","64","PM2.5","Globeville","08-031-0028","AQS","112","28","71.2","06/16/2016","06/16/2000"
"06/17/2020","87","Ozone","DENVER - CAMP","08-031-0002","AQS","97","32","48.6","06/17/2006","06/17/2018"
"06/18/2020","42","PM2.5","La Casa","08-031-0026","AQS","118","18","55.2","06/18/2002","06/18/2004"
"06/19/2020","54","PM2.5","DENVER - CAMP","08-031-0002","AQS","101","41","66.2","06/19/2010","06/19/2003"
"06/20/2020","48","Ozone","DENVER - CAMP","08-031-0002","AQS","108","39","61.4","06/20/2008","06/20/2011"
"06/21/2020","34","Ozone","DENVER - CAMP","08-031-0002","AQS","133","27","66.2","06/21/2015","06/21/2004"
"06/22/2020","46","Ozone","DENVER - CAMP","08-031-0002","AQS","115","37","44.8","06/22/2011","06/22/2000"
"06/23/2020","47","Ozone","DENVER - CAMP","08-031-0002","AQS","112","38","65","06/23/2015","06/23/2019"
"06/24/2020","54","PM2.5","DENVER - CAMP","08-031-0002","AQS","161","23","52.4","06/24/2011","06/24/2003"
"06/25/2020","42","PM2.5","DENVER - CAMP","08-031-0002","AQS","93","33","58.8","06/25/2002","06/25/2000"
"06/26/2020","43","PM2.5","I-25","08-031-0027","AQS","108","33","65","06/26/2002","06/26/2009"
"06/27/2020","80","Ozone","La Casa","08-031-0026","AQS","101","36","63.2","06/27/2016","06/27/2004"
"06/28/2020","51","PM2.5","DENVER - NJH-E","08-031-0013","AQS","101","39","66.2","06/28/2002","06/28/2000"
"06/29/2020","58","PM2.5","DENVER - CAMP","08-031-0002","AQS","119","43","56","06/29/2007","06/29/2001"
"06/30/2020","64","Ozone","DENVER - CAMP","08-031-0002","AQS","112","44","52","06/30/2007","06/30/2016"
"07/01/2020","64","Ozone","La Casa","08-031-0026","AQS","122","42","66","07/01/2002","07/01/2004"
"07/02/2020","57","PM2.5","DENVER - CAMP","08-031-0002","AQS","122","45","61.6","07/02/2012","07/02/2001"
"07/03/2020","80","Ozone","La Casa","08-031-0026","AQS","90","39","63.4","07/03/2015","07/03/2004"
"07/04/2020","58","PM2.5","La Casa","08-031-0026","AQS","166","45","72.8","07/04/2012","07/04/2009"
"07/05/2020","58","PM2.5","DENVER - CAMP","08-031-0002","AQS","112","45","58","07/05/2012","07/05/2006"
"07/06/2020","64","Ozone","La Casa","08-031-0026","AQS","129","35","78.2","07/06/2018","07/06/2006"
"07/07/2020","44","Ozone","La Casa","08-031-0026","AQS","146","40","90.4","07/07/2015","07/07/2000"
"07/08/2020","61","Ozone","La Casa","08-031-0026","AQS","119","29","65.4","07/08/2003","07/08/2001"
"07/09/2020","90","Ozone","La Casa","08-031-0026","AQS","136","39","60.4","07/09/2007","07/09/2006"
"07/10/2020","126","Ozone","La Casa","08-031-0026","AQS","151","44","60.8","07/10/2008","07/10/2015"
"07/11/2020","93","Ozone","La Casa","08-031-0026","AQS","203","36","61","07/11/2003","07/11/2000"
"07/12/2020","58","Ozone","DENVER - CAMP","08-031-0002","AQS","164","41","60.8","07/12/2003","07/12/2006"
"07/13/2020","49","PM2.5","I-25","08-031-0027","AQS","112","34","65.4","07/13/2012","07/13/2015"
"07/14/2020","57","PM2.5","I-25","08-031-0027","AQS","105","41","69.8","07/14/2018","07/14/2011"
"07/15/2020","61","PM2.5","Globeville","08-031-0028","AQS","112","36","45.4","07/15/2006","07/15/2001"
"07/16/2020","62","PM2.5","Globeville","08-031-0028","AQS","126","35","78.4","07/16/2018","07/16/2004"
"07/17/2020","61","Ozone","La Casa","08-031-0026","AQS","140","44","72","07/17/2003","07/17/2001"
"07/18/2020","58","Ozone","La Casa","08-031-0026","AQS","150","49","68.6","07/18/2003","07/18/2006"
"07/19/2020","52","PM2.5","DENVER - CAMP","08-031-0002","AQS","143","45","72.2","07/19/2002","07/19/2010"
"07/20/2020","61","Ozone","La Casa","08-031-0026","AQS","140","33","55.8","07/20/2002","07/20/2004"
"07/21/2020","100","Ozone","La Casa","08-031-0026","AQS","129","44","68.2","07/21/2007","07/21/2004"
"07/22/2020","58","Ozone","La Casa","08-031-0026","AQS","101","38","73.4","07/22/2006","07/22/2004"
"07/23/2020","61","Ozone","La Casa","08-031-0026","AQS","119","20","66.8","07/23/2012","07/23/2004"
"07/24/2020","48","Ozone","La Casa","08-031-0026","AQS","122","15","64.8","07/24/2011","07/24/2004"
"07/25/2020","43","Ozone","La Casa","08-031-0026","AQS","93","42","60.6","07/25/2016","07/25/2005"
"07/26/2020","44","Ozone","La Casa","08-031-0026","AQS","156","27","50.6","07/26/2003","07/26/2005"
"07/27/2020","64","Ozone","La Casa","08-031-0026","AQS","108","39","74.4","07/27/2016","07/27/2005"
"07/28/2020","48","Ozone","La Casa","08-031-0026","AQS","119","41","51","07/28/2000","07/28/2004"
"07/29/2020","49","Ozone","La Casa","08-031-0026","AQS","166","33","55.4","07/29/2006","07/29/2009"
"07/30/2020","49","Ozone","La Casa","08-031-0026","AQS","101","35","69.2","07/30/2011","07/30/2014"
"07/31/2020","61","Ozone","La Casa","08-031-0026","AQS","122","42","69","07/31/2007","07/31/2005"
"08/01/2020","64","Ozone","La Casa","08-031-0026","AQS","101","31","67","08/01/2015","08/01/2002"
"08/02/2020","80","Ozone","La Casa","08-031-0026","AQS","136","40","71.6","08/02/2003","08/02/2001"
"08/03/2020","90","Ozone","La Casa","08-031-0026","AQS","87","40","61.6","08/03/2014","08/03/2015"
"08/04/2020","87","Ozone","La Casa","08-031-0026","AQS","126","36","57.6","08/04/2001","08/04/2005"
"08/05/2020","80","Ozone","La Casa","08-031-0026","AQS","97","38","57","08/05/2003","08/05/2004"
"08/06/2020","55","PM2.5","DENVER - CAMP","08-031-0002","AQS","97","36","57.2","08/06/2000","08/06/2009"
"08/07/2020","77","Ozone","La Casa","08-031-0026","AQS","105","35","74.8","08/07/2019","08/07/2014"
"08/08/2020","101","Ozone","La Casa","08-031-0026","AQS","105","40","64","08/08/2001","08/08/2002"
"08/09/2020","87","Ozone","La Casa","08-031-0026","AQS","151","44","64.6","08/09/2012","08/09/2010"
"08/10/2020","61","Ozone","La Casa","08-031-0026","AQS","108","40","57.8","08/10/2012","08/10/2007"
"08/11/2020","62","PM2.5","Globeville","08-031-0028","AQS","112","45","56.8","08/11/2003","08/11/2019"
"08/12/2020","64","Ozone","La Casa","08-031-0026","AQS","100","33","65.6","08/12/2012","08/12/2010"
"08/13/2020","105","Ozone","La Casa","08-031-0026","AQS","100","28","63.8","08/13/2011","08/13/2005"
"08/14/2020","88","PM2.5","La Casa","08-031-0026","AQS","105","32","62.4","08/14/2012","08/14/2005"
"08/15/2020","74","Ozone","La Casa","08-031-0026","AQS","126","26","57.6","08/15/2000","08/15/2008"
"08/16/2020","75","PM2.5","La Casa","08-031-0026","AQS","136","28","73.6","08/16/2003","08/16/2008"
"08/17/2020","108","Ozone","La Casa","08-031-0026","AQS","90","36","59","08/17/2013","08/17/2000"
"08/18/2020","78","PM2.5","La Casa","08-031-0026","AQS","80","33","58.2","08/18/2017","08/18/2009"
"08/19/2020","70","PM2.5","La Casa","08-031-0026","AQS","93","38","52","08/19/2008","08/19/2010"
"08/20/2020","87","Ozone","La Casa","08-031-0026","AQS","150","36","84","08/20/2018","08/20/2001"
"08/21/2020","126","Ozone","La Casa","08-031-0026","AQS","119","36","70.2","08/21/2003","08/21/2004"
"08/22/2020","141","PM2.5","La Casa","08-031-0026","AQS","108","31","73","08/22/2011","08/22/2002"
"08/23/2020","150","Ozone","La Casa","08-031-0026","AQS","102","33","63.2","08/23/2015","08/23/2002"
"08/24/2020","147","Ozone","La Casa","08-031-0026","AQS","101","34","71","08/24/2018","08/24/2004"
"08/25/2020","122","Ozone","La Casa","08-031-0026","AQS","90","34","60.2","08/25/2012","08/25/2009"
"08/26/2020","97","Ozone","La Casa","08-031-0026","AQS","84","30","51.6","08/26/2012","08/26/2014"
"08/27/2020","90","Ozone","La Casa","08-031-0026","AQS","90","32","51.6","08/27/2011","08/27/2004"
"08/28/2020","60","PM2.5","I-25","08-031-0027","AQS","77","31","55.2","08/28/2013","08/28/2014"
"08/29/2020","56","PM2.5","Globeville","08-031-0028","AQS","115","36","55.6","08/29/2008","08/29/2014"
"08/30/2020","50","Ozone","La Casa","08-031-0026","AQS","93","31","57.6","08/30/2012","08/30/2000"
"08/31/2020","59","PM2.5","I-25","08-031-0027","AQS","87","35","47.8","08/31/2007","08/31/2018"
"09/01/2020","61","Ozone","La Casa","08-031-0026","AQS","84","42","52.8","09/01/2002","09/01/2008"
"09/02/2020","74","Ozone","La Casa","08-031-0026","AQS","97","25","61.6","09/02/2017","09/02/2006"
"09/03/2020","60","PM2.5","Globeville","08-031-0028","AQS","74","25","48.2","09/03/2001","09/03/2000"
"09/04/2020","61","PM2.5","DENVER - CAMP","08-031-0002","AQS","128","25","63.2","09/04/2017","09/04/2000"
"09/05/2020","52","PM2.5","La Casa","08-031-0026","AQS","71","33","49.8","09/05/2002","09/05/2014"
"09/06/2020","136","PM2.5","La Casa","08-031-0026","AQS","74","31","50","09/06/2017","09/06/2001"
"09/07/2020","111","PM2.5","DENVER - NJH-E","08-031-0013","AQS","72","28","50.2","09/07/2017","09/07/2003"
