"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"09/08/2020","19","Ozone","DENVER - CAMP","08-031-0002","AQS","80","18","60.4","09/08/2013","09/08/2008"
"09/09/2020","39","PM2.5","La Casa","08-031-0026","AQS","87","28","53","09/09/2012","09/09/2002"
"09/10/2020","55","PM2.5","I-25","08-031-0027","AQS","87","25","59","09/10/2019","09/10/2002"
"09/11/2020","63","PM2.5","Globeville","08-031-0028","AQS","71","25","48.6","09/11/2010","09/11/2014"
"09/12/2020","50","Ozone","La Casa","08-031-0026","AQS","77","23","46","09/12/2007","09/12/2013"
"09/13/2020","49","Ozone","La Casa","08-031-0026","AQS","55","23","45","09/13/2009","09/13/2005"
"09/14/2020","51","PM2.5","Globeville","08-031-0028","AQS","54","29","45.8","09/14/2019","09/14/2008"
"09/15/2020","65","PM2.5","Globeville","08-031-0028","AQS","56","30","42.4","09/15/2000","09/15/2013"
"09/16/2020","116","PM2.5","DENVER - NJH-E","08-031-0013","AQS","52","30","42","09/16/2009","09/16/2013"
"09/17/2020","114","PM2.5","Globeville","08-031-0028","AQS","52","29","43.6","09/17/2017","09/17/2007"
"09/18/2020","129","PM2.5","Globeville","08-031-0028","AQS","56","23","41.8","09/18/2012","09/18/2003"
"09/19/2020","80","PM2.5","La Casa","08-031-0026","AQS","64","30","46.2","09/19/2012","09/19/2002"
"09/20/2020","78","PM2.5","Globeville","08-031-0028","AQS","74","22","47.8","09/20/2015","09/20/2000"
"09/21/2020","71","PM2.5","Globeville","08-031-0028","AQS","65","23","42.6","09/21/2012","09/21/2006"
"09/22/2020","64","PM2.5","Globeville","08-031-0028","AQS","57","23","46.8","09/22/2016","09/22/2004"
"09/23/2020","74","PM2.5","Globeville","08-031-0028","AQS","54","6","44.4","09/23/2016","09/23/2000"
"09/24/2020","68","PM2.5","Globeville","08-031-0028","AQS","55","20","38.2","09/24/2011","09/24/2017"
"09/25/2020","76","PM2.5","Globeville","08-031-0028","AQS","56","24","39","09/25/2001","09/25/2017"
"09/26/2020","99","PM2.5","DENVER - NJH-E","08-031-0013","AQS","80","31","49.2","09/26/2015","09/26/2012"
"09/27/2020","40","PM2.5","Globeville","08-031-0028","AQS","56","28","45","09/27/2001","09/27/2013"
"09/28/2020","44","PM2.5","Globeville","08-031-0028","AQS","66","27","40.6","09/28/2001","09/28/2002"
"09/29/2020","72","PM2.5","DENVER - CAMP","08-031-0002","AQS","60","32","50.2","09/29/2015","09/29/2014"
"09/30/2020","73","PM2.5","La Casa","08-031-0026","AQS","54","25","42.4","09/30/2001","09/30/2004"
"10/01/2020","63","PM2.5","DENVER - CAMP","08-031-0002","AQS","67","12","46","10/01/2018","10/01/2003"
"10/02/2020","85","PM2.5","Globeville","08-031-0028","AQS","65","27","41","10/02/2015","10/02/2017"
"10/03/2020","64","PM2.5","Globeville","08-031-0028","AQS","58","30","46.2","10/03/2015","10/03/2009"
"10/04/2020","60","PM2.5","La Casa","08-031-0026","AQS","63","19","51.6","10/04/2015","10/04/2012"
"10/05/2020","79","PM2.5","Globeville","08-031-0028","AQS","73","27","48.4","10/05/2015","10/05/2012"
"10/06/2020","78","PM2.5","Globeville","08-031-0028","AQS","82","18","47","10/06/2015","10/06/2012"
"10/07/2020","102","PM2.5","DENVER - NJH-E","08-031-0013","AQS","56","25","39.8","10/07/2005","10/07/2000"
"10/08/2020","117","PM2.5","La Casa","08-031-0026","AQS","50","18","36.4","10/08/2003","10/08/2009"
"10/09/2020","76","PM2.5","La Casa","08-031-0026","AQS","81","14","40.6","10/09/2000","10/09/2006"
"10/10/2020","88","PM2.5","La Casa","08-031-0026","AQS","63","19","31.8","10/10/2012","10/10/2005"
"10/11/2020","55","PM2.5","DENVER - CAMP","08-031-0002","AQS","94","28","46.4","10/11/2003","10/11/2013"
"10/12/2020","40","Ozone","La Casa","08-031-0026","AQS","66","15","51","10/12/2009","10/12/2008"
"10/13/2020","51","PM2.5","Globeville","08-031-0028","AQS","66","26","48","10/13/2009","10/13/2004"
"10/14/2020","75","PM2.5","DENVER - CAMP","08-031-0002","AQS","74","21","46.2","10/14/2009","10/14/2001"
"10/15/2020","38","PM2.5","DENVER - CAMP","08-031-0002","AQS","60","19","41.6","10/15/2015","10/15/2001"
"10/16/2020","53","PM2.5","Globeville","08-031-0028","AQS","71","25","46","10/16/2015","10/16/2006"
"10/17/2020","52","PM2.5","DENVER - NJH-E","08-031-0013","AQS","70","23","44.8","10/17/2015","10/17/2011"
"10/18/2020","52","PM2.5","La Casa","08-031-0026","AQS","66","24","41.6","10/18/2015","10/18/2000"
"10/19/2020","71","PM2.5","Globeville","08-031-0028","AQS","66","28","47.8","10/19/2015","10/19/2012"
"10/20/2020","62","PM2.5","Globeville","08-031-0028","AQS","70","22","45.8","10/20/2015","10/20/2012"
"10/21/2020","69","PM2.5","Globeville","08-031-0028","AQS","71","20","37.2","10/21/2004","10/21/2009"
"10/22/2020","52","PM2.5","I-25","08-031-0027","AQS","56","24","36.6","10/22/2003","10/22/2007"
"10/23/2020","62","PM2.5","Globeville","08-031-0028","AQS","69","20","45","10/23/2018","10/23/2007"
"10/24/2020","74","PM2.5","Globeville","08-031-0028","AQS","79","24","43.8","10/24/2002","10/24/2012"
"10/25/2020","46","PM2.5","DENVER - CAMP","08-031-0002","AQS","96","10","39.8","10/25/2003","10/25/2004"
"10/26/2020","57","PM2.5","Globeville","08-031-0028","AQS","63","24","36.4","10/26/2002","10/26/2011"
"10/27/2020","67","PM2.5","Globeville","08-031-0028","AQS","71","25","38","10/27/2015","10/27/2017"
"10/28/2020","52","PM2.5","Globeville","08-031-0028","AQS","84","26","43.4","10/28/2000","10/28/2009"
"10/29/2020","56","PM2.5","Globeville","08-031-0028","AQS","84","20","48.6","10/29/2015","10/29/2012"
"10/30/2020","48","PM2.5","I-25","08-031-0027","AQS","82","20","47.4","10/30/2015","10/30/2003"
"10/31/2020","44","PM2.5","La Casa","08-031-0026","AQS","74","6","50.8","10/31/2015","10/31/2002"
"11/01/2020","65","PM2.5","Globeville","08-031-0028","AQS","76","24","40.8","11/01/2002","11/01/2004"
"11/02/2020","53","PM2.5","I-25","08-031-0027","AQS","79","21","43.6","11/02/2019","11/02/2000"
"11/03/2020","53","PM2.5","I-25","08-031-0027","AQS","71","3","51.2","11/03/2017","11/03/2003"
"11/04/2020","52","PM2.5","Globeville","08-031-0028","AQS","75","24","41.4","11/04/2002","11/04/2012"
"11/05/2020","55","PM2.5","I-25","08-031-0027","AQS","90","26","50.6","11/05/2019","11/05/2010"
"11/06/2020","59","PM2.5","Globeville","08-031-0028","AQS","66","1","42.4","11/06/2007","11/06/2003"
"11/07/2020","34","Ozone","La Casa","08-031-0026","AQS","56","5","43.4","11/07/2005","11/07/2003"
"11/08/2020","51","Ozone","La Casa","08-031-0026","AQS","64","7","55","11/08/2018","11/08/2003"
"11/09/2020","39","PM2.5","I-25","08-031-0027","AQS","71","6","52.4","11/09/2017","11/09/2003"
"11/10/2020","40","PM2.5","I-25","08-031-0027","AQS","102","26","53","11/10/2017","11/10/2003"
"11/11/2020","41","PM2.5","I-25","08-031-0027","AQS","68","26","42.8","11/11/2009","11/11/2001"
"11/12/2020","43","PM2.5","La Casa","08-031-0026","AQS","70","23","42.8","11/12/2004","11/12/2003"
"11/13/2020","42","Ozone","La Casa","08-031-0026","AQS","84","25","42.4","11/13/2000","11/13/2005"
"11/14/2020","39","Ozone","La Casa","08-031-0026","AQS","95","9","38.8","11/14/2014","11/14/2004"
"11/15/2020","32","Ozone","La Casa","08-031-0026","AQS","80","29","42.8","11/15/2007","11/15/2006"
"11/16/2020","36","PM2.5","Globeville","08-031-0028","AQS","79","15","41.6","11/16/2012","11/16/2003"
"11/17/2020","48","PM2.5","I-25","08-031-0027","AQS","63","17","30.6","11/17/2005","11/17/2010"
"11/18/2020","47","PM2.5","I-25","08-031-0027","AQS","64","20","37.6","11/18/2010","11/18/2008"
"11/19/2020","45","PM2.5","Globeville","08-031-0028","AQS","76","22","47.8","11/19/2016","11/19/2008"
"11/20/2020","31","Ozone","La Casa","08-031-0026","AQS","85","28","43.6","11/20/2006","11/20/2012"
"11/21/2020","59","PM2.5","DENVER - NJH-E","08-031-0013","AQS","83","29","36.2","11/21/2011","11/21/2019"
"11/22/2020","57","PM2.5","La Casa","08-031-0026","AQS","81","21","38.2","11/22/2000","11/22/2011"
"11/23/2020","73","PM2.5","I-25","08-031-0027","AQS","68","24","41.2","11/23/2007","11/23/2017"
"11/24/2020","52","PM2.5","Globeville","08-031-0028","AQS","96","23","37.4","11/24/2003","11/24/2017"
"11/25/2020","71","PM2.5","DENVER - NJH-E","08-031-0013","AQS","79","16","37.2","11/25/2008","11/25/2004"
"11/26/2020","52","PM2.5","Globeville","08-031-0028","AQS","57","20","33","11/26/2008","11/26/2015"
"11/27/2020","66","PM2.5","Globeville","08-031-0028","AQS","84","24","46.2","11/27/2006","11/27/2009"
"11/28/2020","47","PM2.5","I-25","08-031-0027","AQS","87","19","48.4","11/28/2019","11/28/2009"
"11/29/2020","34","PM2.5","DENVER - NJH-E","08-031-0013","AQS","145","20","60.4","11/29/2001","11/29/2002"
"11/30/2020","47","PM2.5","I-25","08-031-0027","AQS","68","24","49","11/30/2018","11/30/2003"
"12/01/2020","34","PM2.5","I-25","08-031-0027","AQS","80","20","49.4","12/01/2004","12/01/2001"
"12/02/2020","31","PM2.5","Globeville","08-031-0028","AQS","85","26","49.6","12/02/2004","12/02/2002"
"12/03/2020","46","PM2.5","Globeville","08-031-0028","AQS","66","6","48.4","12/03/2002","12/03/2000"
"12/04/2020","55","PM2.5","I-25","08-031-0027","AQS","83","24","53.2","12/04/2015","12/04/2011"
"12/05/2020","53","PM2.5","I-25","08-031-0027","AQS","75","25","47.4","12/05/2002","12/05/2007"
"12/06/2020","47","PM2.5","I-25","08-031-0027","AQS","86","23","44.6","12/06/2003","12/06/2012"
"12/07/2020","53","PM2.5","I-25","08-031-0027","AQS","102","17","50.6","12/07/2013","12/07/2005"
"12/08/2020","59","PM2.5","I-25","08-031-0027","AQS","103","13","46.8","12/08/2013","12/08/2005"
"12/09/2020","57","PM2.5","I-25","08-031-0027","AQS","89","19","47.4","12/09/2011","12/09/2004"
"12/10/2020","53","PM2.5","I-25","08-031-0027","AQS","73","16","52","12/10/2007","12/10/2004"
"12/11/2020","51","PM2.5","DENVER - NJH-E","08-031-0013","AQS","93","17","40.4","12/11/2003","12/11/2004"
"12/12/2020","79","PM2.5","DENVER - NJH-E","08-031-0013","AQS","114","12","37.8","12/12/2007","12/12/2004"
"12/13/2020","61","PM2.5","DENVER - NJH-E","08-031-0013","AQS","104","24","42.6","12/13/2000","12/13/2010"
"12/14/2020","76","PM2.5","DENVER - NJH-E","08-031-0013","AQS","67","25","47","12/14/2012","12/14/2003"
"12/15/2020","58","PM2.5","I-25","08-031-0027","AQS","58","11","44.2","12/15/2016","12/15/2008"
"12/16/2020","45","PM2.5","Globeville","08-031-0028","AQS","64","5","41.2","12/16/2002","12/16/2008"
"12/17/2020","63","PM2.5","DENVER - NJH-E","08-031-0013","AQS","85","21","52.2","12/17/2014","12/17/2006"
"12/18/2020","55","PM2.5","DENVER - NJH-E","08-031-0013","AQS","98","28","61.6","12/18/2014","12/18/2013"
"12/19/2020","44","PM2.5","Globeville","08-031-0028","AQS","112","21","53.4","12/19/2005","12/19/2011"
"12/20/2020","34","Ozone","La Casa","08-031-0026","AQS","87","26","48.4","12/20/2013","12/20/2010"
"12/21/2020","32","Ozone","La Casa","08-031-0026","AQS","86","23","43.6","12/21/2000","12/21/2011"
"12/22/2020","38","Ozone","La Casa","08-031-0026","AQS","82","26","47.4","12/22/2010","12/22/2011"
"12/23/2020","34","Ozone","La Casa","08-031-0026","AQS","79","6","48.4","12/23/2010","12/23/2002"
"12/24/2020","37","Ozone","La Casa","08-031-0026","AQS","84","19","43","12/24/2002","12/24/2004"
"12/25/2020","52","PM2.5","DENVER - NJH-E","08-031-0013","AQS","64","23","41.8","12/25/2000","12/25/2004"
"12/26/2020","36","Ozone","La Casa","08-031-0026","AQS","103","7","47.6","12/26/2012","12/26/2004"
"12/27/2020","38","Ozone","La Casa","08-031-0026","AQS","77","0","59.6","12/27/2019","12/27/2004"
"12/28/2020","54","PM2.5","DENVER - NJH-E","08-031-0013","AQS","94","16","46.4","12/28/2015","12/28/2001"
"12/29/2020","68","PM2.5","DENVER - NJH-E","08-031-0013","AQS","76","27","53.2","12/29/2009","12/29/2003"
"12/30/2020","53","PM2.5","Globeville","08-031-0028","AQS","88","28","50.6","12/30/2006","12/30/2002"
"12/31/2020","93","PM2.5","DENVER - NJH-E","08-031-0013","AQS","111","19","62","12/31/2015","12/31/2012"
